name,calories,carbs,fat,category
Apple Danish,460,67,18,Breakfast
Chocolate Croissant,560,68,28,Breakfast
Peanut Butter Cookie,440,42,37,Desserts
Caramel Nut Cheesecake,660,57,43,Desserts
California Avocado,930,98,50,Sandwiches
Kid’S Peanut Butter & Jelly,550,89,15,Kid's Meals
Baja Chicken Enchilada,330,23,19,Soups
Chicken Parmesan,910,89,34,Entrees
Morning Classic With Ham,420,39,15,Breakfast
Plain Cream Cheese,190,1,19,Breakfast
Low Fat Pumpkin Muffin,240,51,2,Breakfast
Cheese Danish,490,66,22,Breakfast
French Croissant,330,37,17,Breakfast
Double Chocolate Brownie,450,73,19,Desserts
Asiago Loaf,80,14,1,Breads
French Baguette,90,19,0,Breads
Nine Grain Bread,120,22,2,Breads
Chicken Salad On Sourdough,440,42,19,Sandwiches
Turkey Bacon Rustica,960,62,56,Sandwiches
Kid’S Penne And Cheese,470,69,11,Kid's Meals
Chicken & Sausage Gumbo,190,24,6,Soups
Bbq Chicken Pizza,320,52,5,Pizzas
Fettuccine Salmone,860,83,35,Entrees
Morning Classic With Sausage,650,32,40,Breakfast
Sesame Seed Bagel,390,63,9,Breakfast
Vegetable Cream Cheese,180,7,15,Breakfast
Pumpkin Muffin,530,83,20,Breakfast
Gooey Butter Danish,560,74,26,Breakfast
Chocolate Chunk Cookie,430,58,21,Desserts
Carrot Cake Cheesecake,680,53,49,Desserts
Pumpernickel Loaf,110,22,1,Breads
Ny Hot Pastrami,660,59,29,Sandwiches
Kid’S Cheese Pizza,300,44,7,Kid's Meals
Broccoli & Cheese,250,14,17,Soups
Wisconsin Cheese,290,24,15,Soups
Penne Bolognese,980,180,13,Entrees
Morning Classic With Bacon,420,31,21,Breakfast
Poppy Seed Bagel,340,62,5,Breakfast
Raspberry Cream Cheese,100,8,8,Breakfast
Mocha Chip Muffin,620,79,30,Breakfast
Cinnamon Roll,640,91,26,Breakfast
Raspberry Cheese Croissant,430,63,18,Breakfast
Creamy Caramel Brownie,460,73,19,Desserts
French Loaf,110,23,0,Breads
Panini Bread,430,78,8,Breads
Turkey On Nine Grain,370,50,6,Sandwiches
Chicken Cordon Bleu Panini,670,80,19,Sandwiches
Salsa Fresca Salmon Salad,560,40,29,Salads
Classic Beef Chili,290,33,10,Soups
Margherita Pizza,480,43,22,Pizzas
Egg & Cheese Sandwich,440,52,17,Breakfast
Florentine Omelette,460,6,34,Breakfast
Chocolate Chip Muffin,640,83,31,Breakfast
Chocolate Chip Muffin Top,390,51,19,Breakfast
Sticky Bun,560,66,30,Breakfast
White Chocolate Macadamia Nut Cookie,470,52,26,Desserts
Pecan Turtle Cheesecake,610,54,41,Desserts
Ciabatta,270,55,2,Breads
Sourdough Bread,140,28,0,Breads
Veggie On Nine Grain,500,52,25,Sandwiches
Cubano Panini,650,80,19,Sandwiches
Caesar Salad,150,7,9,Salads
Tomato Fennel & Dill,290,18,23,Soups
Pepperoni Pizza,340,44,10,Pizzas
"Ham, Egg & Cheddar Cheese Sandwich",500,54,18,Breakfast
Spanish Omelette,470,5,35,Breakfast
Mocha Chip Muffin Top,410,53,20,Breakfast
Almond Croissant,620,67,35,Breakfast
"Chocolate, Oatmeal And Craisin Cookie",410,60,17,Desserts
Plain Cheesecake,570,52,36,Desserts
Sourdough Soup Bowl,390,80,1,Breads
Abc Special,750,57,38,Sandwiches
Italian Vegetarian Panini,570,84,16,Sandwiches
Greek Salad,240,15,16,Salads
White Pizza,460,46,22,Pizzas
"Sausage, Egg & Cheese Sandwich",750,53,43,Breakfast
Three Cheese Omelette,1100,6,85,Breakfast
Chive Cream Cheese,170,6,15,Breakfast
Low Fat Pumpkin Muffin Top,200,43,2,Breakfast
Apple Croissant,420,65,15,Breakfast
Oatmeal Raisin Cookie,370,59,14,Desserts
Pumpkin Cheesecake,510,50,31,Desserts
Egg & Cheese Biscuit,515,35,34,Breakfast
Chicken Supremes Salad,460,33,18,Salads
12 piece Supremes box (serves 3-5),2230,228,92,Entrees
Cole Slaw,255,18,20,Sides
Seasoned Fries,300,27,20,Sides
2 Sausage Biscuits,840,66,54,Breakfast
Steak Biscuit,555,44,35,Sides
"Bacon, Egg & Cheese",550,35,37,Breakfast
Cajun Filet Club Sandwich,640,44,39,Sandwiches
Wing,200,10,13,Chicken
Bojangles Cajun Pintos,110,20,0,Sides
Plain Biscuit,280,33,14,Breakfast
Grilled Chicken Salad,305,11,11,Salads
8 piece & 4 biscuit box (serves 3-5),3534,218,216,Entrees
Green Beans,35,7,0,Sides
1 Breast Dinner,940,65,54,Entrees
Sausage Biscuit,420,33,27,Breakfast
Leg,230,9,15,Chicken
Bo-Tato Rounds,350,35,22,Sides
Macaroni ‘N Cheese,240,33,7,Sides
2 piece Dinner (breast & wing),1095,75,67,Entrees
Sausage & Egg Biscuit,545,34,38,Breakfast
Breast,440,12,26,Chicken
Bo-Tato Rounds,230,24,14,Sides
Green Beans,120,24,0,Sides
2 Breast Dinner,1380,77,80,Entrees
3 wing Dinner,1090,83,67,Entrees
Cajun Filet Biscuit,515,45,28,Sides
Cajun Filet Sandwich,495,43,27,Sandwiches
Supreme,90,8,3,Chicken
Bojangles Cajun Pintos,380,70,1,Sides
Mashed Potatoes ‘N Gravy,555,77,23,Sides
3 wing Dinner,1090,83,67,Entrees
2 Piece Supremes Kids’ Meal,680,69,34,Kid's Meals
"Unsweetened Iced Tea (32oz, with ice)",0,0,0,Drinks
Country Ham & Egg Biscuit,480,34,29,Breakfast
Grilled Chicken Club,520,34,27,Sandwiches
Roasted Chicken Bites,280,9,11,Chicken
Bojangles’ Dirty Rice,165,24,6,Sides
Picnic Grits,230,47,2,Sides
1 Breast Dinner,940,65,54,Entrees
Chicken Leg Kids’ meal,730,62,43,Kid's Meals
Country Ham Biscuit,355,33,18,Breakfast
Grilled Chicken Sandwich,375,33,15,Sandwiches
12 piece & 6 biscuit box (serves 5-7),5300,327,324,Entrees
Bojangles’ Dirty Rice,570,83,20,Sides
Seasoned Fries,215,20,14,Sides
2 Breast Dinner,1380,77,80,Entrees
Mac ‘N Cheese Kids’ Meal,735,86,35,Kid's Meals
Gravy Biscuit,390,43,20,Breakfast
Garden Salad,190,9,9,Salads
20 piece & 10 biscuit box serves 9-11),8820,545,540,Entrees
Cole Slaw,870,61,68,Sides
Seasoned Fries,530,49,35,Sides
2 piece Dinner (leg & thigh),1100,74,69,Entrees
Coffee (22oz),0,0,0,Drinks
Thigh,370,12,26,Chicken
Bo-Tato Rounds,580,59,36,Sides
Macaroni ‘N Cheese,911,114,24,Sides
2 piece Dinner (leg & thigh),1100,74,69,Entrees
Cinnamon Pecan Twist,270,36,12,Desserts
"Unsweetened Iced Tea (16oz, with ice)",0,0,0,Drinks
Mashed Potatoes ‘N Gravy,150,21,6,Sides
3 piece Dinner (leg & 2 thighs),1470,86,95,Entrees
Sweet Potato Pie,410,48,23,Desserts
"Unsweetened Iced Tea (22oz, with ice)",0,0,0,Drinks
2 piece Dinner (breast & wing),1095,75,67,Entrees
Coffee (16oz),0,0,0,Drinks
3 piece Dinner (leg & 2 thighs),1470,86,95,Entrees
"Sweet Iced Tea (16oz, with ice)",70,18,0,Drinks
Bo-Berry Biscuit,375,55,15,Desserts
"Sweet Iced Tea (32oz, with ice)",150,37,0,Drinks
"Sweet Iced Tea (22oz, with ice)",100,25,0,Drinks
Ultimate Nachos With Chicken,1120,108,52,Appetizers
Potato Wedges Regular with cheese,390,41,23,Sides
French fries,280,42,10,Sides
Boneless (each),88,3,6,Wings
Grilled Blackened Chicken Salad,660,23,39,Salads
Big Jack Daddy Burger,900,53,56,Burgers
Buffalo Ranch Chicken Sandwich,800,60,49,Sandwiches
Parmesan Garlic Flatbread,863,55,44,Sandwiches
Mini Corn Dogs (5),357,25,12,Kid's Meals
Asian Zing,90,22,0,Wing Sauces
The Sampler,1520,128,76,Appetizers
3/4 lb Popcorn Shrimp,880,88,44,Appetizers
French Fries Basket,560,84,20,Sides
Side Salad,210,14,15,Sides
Ribs & Chicken Tenders,1860,112,118,Entrees
Grilled Chicken Salad,640,20,38,Salads
Cheeseburger,780,44,51,Burgers
Jerk Chicken Sandwich,530,56,10,Sandwiches
New York Cheesecake,460,47,28,Desserts
French Fries Regular,280,42,10,Kid's Meals
Caribbean Jerk,80,12,3,Wing Sauces
Ballpark Sampler,1347,103,77,Appetizers
Mozzarella Sticks,560,52,22,Appetizers
French Fries Regular,280,42,10,Sides
Onion Rings Regular,460,52,26,Sides
Ribs & Popcorn Shrimp,1480,84,92,Entrees
Chicken Tender Salad,990,74,68,Salads
French Fries,280,42,10,French Fries
Pulled Pork Sandwich,570,61,25,Sandwiches
Deep-dish Apple Pie,590,105,18,Desserts
Kids' Ice Cream,210,33,8,Kid's Meals
Hot,50,2,4,Wing Sauces
Crispy Southwest Dippers,630,78,25,Appetizers
Queso Chili Fries,862,92,40,Appetizers
Onion Rings Basket,1100,130,55,Sides
Buffalo Chips Regular,257,47,5,Sides
Ribs & Boneless Wings,1960,88,126,Entrees
Garden Salad,420,28,30,Salads
Southwest Chicken Queso Wrap,490,73,7,Wraps
Honey BBQ Bacon Chicken Sandwich,530,42,18,Sandwiches
Chocolate Fudge Cake,820,127,33,Desserts
Sweet BBQ,40,8,0,Wing Sauces
Hot BBQ,40,6,2,Wing Sauces
Mini Corn Dogs,713,49,24,Appetizers
Chicken Quesadilla,800,70,35,Appetizers
Onion Rings Regular,460,52,26,Sides
Potato Wedges Regular,280,40,14,Sides
Chicken Tenders & Popcorn Shrimp,1120,110,62,Entrees
Chicken Caesar Salad,490,10,27,Salads
Buffalo Ranch Chicken Wrap,1020,97,59,Wraps
Grilled Chicken Sandwich,470,50,7,Sandwiches
Kids Cheeseburger Slammer,400,20,26,Kid's Meals
Teriyaki,70,14,0,Wing Sauces
Mango Habanera,80,20,0,Wing Sauces
Chips & Salsa,500,46,30,Appetizers
Chili Con Queso Dip,920,100,48,Appetizers
Buffalo Chips Basket,514,93,9,Sides
Tortilla chips and salsa,250,23,15,Sides
Ribs & Traditional Wings,1860,74,124,Entrees
Side Salad,210,14,15,Salads
Chicken Tender Wrap,1040,125,46,Wraps
Crispy Fish Sandwich,550,22,22,Sandwiches
Boneless Wings (4),288,0,20,Kid's Meals
Mild,50,2,5,Wing Sauces
Wild®,50,4,4,Wing Sauces
Cheeseburger Slammers,1559,98,92,Appetizers
Naked Tenders (6 each),260,34,12,Appetizers
Buffalo Chips Basket with cheese,734,95,27,Sides
Naked Tenders (each ),43,6,2,Chicken
Ribs & More Ribs,2380,88,158,Entrees
Black & Bleu Burger,770,44,51,Burgers
Chicken Caesar Wrap,560,68,15,Wraps
Gardenburger,250,63,5,Burgers
Chicken Tenders (3),510,44,32,Kid's Meals
Parmesan Garlic,120,2,12,Wing Sauces
Blazin ®,60,2,5,Wing Sauces
Pulled Pork Slammers,1167,105,51,Appetizers
Potato Wedges Basket,560,79,28,Sides
Buffalo Chips Regular,257,47,5,Sides
Breaded Tenders (each),170,15,11,Chicken
Boneless Wings &Traditional Wings,1480,68,98,Entrees
Bacon Cheddar Burger,860,44,57,Burgers
Naked Tenders Wrap,600,68,14,Wraps
French Fries Regular,280,42,10,French Fries
Traditional Wings (4),384,1,28,Kid's Meals
Medium,40,2,4,Wing Sauces
Honey Mustard,80,6,6,Wing Sauces
Roasted Garlic Mushrooms,360,44,18,Appetizers
Potato Wedges Basket with cheese,780,81,46,Sides
Buffalo Chips Regular with cheese,367,48,14,Sides
1/2 lb Popcorn Shrimp,587,59,29,Seafood
Popcorn Shrimp & Fish,820,70,36,Entrees
Honey BBQ Bacon Burger,890,51,57,Burgers
Grilled Chicken Buffalitos,380,44,9,Chicken
Buffalo Chicken Flatbread,908,56,49,Sandwiches
Naked Tenders (3),130,17,6,Kid's Meals
Honey BBQ,70,18,0,Wing Sauces
Pepper Infusion ®,90,2,9,Wing Sauces
Ultimate Nachos,960,108,52,Appetizers
Potato Wedges Regular,280,40,14,Sides
Coleslaw,170,6,15,Sides
Wings (each),72,0,5,Wings
Honey BBQ Chicken Salad,773,87,38,Salads
Chili Queso Burger,880,49,57,Burgers
Tortilla chips and salsa,250,23,15,Sides
Honey BBQ Chicken Flatbread,813,71,32,Sandwiches
Macaroni & Cheese,380,49,13,Kid's Meals
Spicy garlic,50,4,4,Wing Sauces
Desert Heat® Based on 1/2 tsp,8,1,0,Wing Sauces
Double Whopper® Sandwich w/o Mayo,740,51,39,Sandwiches
Mustard Whopper® Sandwich,530,52,23,Sandwiches
Bacon Cheeseburger,330,28,16,Burgers
Original Chicken Sandwich,630,46,39,Sandwiches
Chicken Tenders® (20 pc),950,50,55,Chicken
BK Veggie® Burger,410,44,16,Burgers
Onion Rings - small,310,36,17,Sides
Garden Salad (no chicken),130,6,8,Salads
Croissan'wich® Egg & Cheese,320,26,16,Breakfast
Cheesy Bacon BK Wrapper®,380,28,24,Breakfast
French Toast Sticks Platter w/ Bacon & Breakfast Syrup,550,79,22,Breakfast
"BK™ Breakfast Burrito ‐ Bacon, Egg, Cheese, & Salsa",300,24,16,Breakfast
Mini M & M® Sundae,450,76,13,Desserts
Chocolate Milk Shake,900,163,21,Shakes
Fanta Cherry frozen concentrated beverage,140,40,0,Drinks
Double Whopper® Sandwich with Cheese,990,53,65,Sandwiches
Whopper JR.® Sandwich,340,28,19,Sandwiches
Double Bacon Cheeseburger,490,29,29,Burgers
Original Chicken Sandwich w/o Mayo,420,46,16,Sandwiches
Chicken Tenders® Sandwich,440,35,28,Chicken
BK Veggie® Burger  w/ Cheese,450,44,20,Burgers
Onion Rings - medium,400,47,21,Sides
Side Salad,40,2,2,Salads
Croissan'wich® Sausage & Cheese,380,26,24,Breakfast
Sausage Biscuit,420,32,27,Breakfast
French Toast Sticks Platter w/ Sausage & Breakfast Syrup,670,80,33,Breakfast
Dutch Apple Pie,320,46,14,Desserts
Brownie Sundae,530,89,17,Desserts
Strawberry Milk Shake,360,66,7,Shakes
Double Whopper® Sandwich with Cheese w/o Mayo,830,53,47,Sandwiches
Whopper JR.® Sandwich w/o Mayo,260,28,10,Sandwiches
BK® Single Stacker,380,28,22,Burgers
American Original Chicken Sandwich,730,49,47,Sandwiches
Tacos (2),330,18,23,Chicken
BK Veggie® Burger  w/o Mayo,320,43,7,Burgers
Onion Rings - large,490,57,26,Sides
Ken's® Light Italian Dressing (2 oz),120,5,11,Salads
"Croissan'wich® Sausage, Egg & Cheese",490,27,31,Breakfast
"Ham, Egg, & Cheese Biscuit",420,33,22,Breakfast
Hash Browns - small,250,24,16,Breakfast
"Scrambled Egg Platter w/ Bacon (Scrambled Eggs, Biscuit, Hashbrowns, Bacon Slices)",700,56,42,Breakfast
Hershey®'s Sundae Pie,300,31,18,Desserts
Chocolate Chip Cookies (2),330,47,15,Desserts
Strawberry Milk Shake,610,102,17,Shakes
Triple Whopper® Sandwich,1140,51,75,Sandwiches
Whopper JR.® Sandwich with Cheese,380,29,23,Sandwiches
BK® Double Stacker,500,28,31,Burgers
Original Chicken Club Sandwich,690,48,43,Sandwiches
Spicy Chicken BK Wrapper™,360,32,19,Wraps
BK® Fresh Apple Fries,25,6,0,Sides
French Fries - value (Salted),220,28,11,French Fries
Ken's® Ranch Dressing (2 oz),190,2,20,Salads
BK™ Breakfast Bowl,540,17,42,Breakfast
"Croissan'wich® Ham, Egg & Cheese",350,27,17,Breakfast
"Sausage, Egg, & Cheese Biscuit",570,34,37,Breakfast
Hash Browns - medium,500,48,33,Breakfast
"Scrambled Egg Platter w/ Sausage (Scrambled Eggs, Biscuit, Hashbrowns, Sausage Patty)",810,57,53,Breakfast
Soft Serve Cone,160,27,4,Desserts
White Chocolate Macadamia Nut Cookies (2),340,44,18,Desserts
Strawberry Milk Shake,780,134,20,Shakes
Triple Whopper® Sandwich w/o Mayo,980,51,57,Sandwiches
Whopper JR.® Sandwich with Cheese w/o Mayo,300,660,14,Sandwiches
BK® Triple Stacker,650,29,43,Burgers
Italian Original Chicken Sandiwch,520,50,22,Sandwiches
BK® Chicken Fries (6 pc),250,16,15,Sides
French Fries - small (Salted),340,44,17,French Fries
Ken's® Creamy Caesar Dressing (2 oz),210,4,21,Salads
BK®Egg and Cheese Muffin,290,24,14,Breakfast
"Croissan'wich® Bacon, Egg & Cheese",360,26,19,Breakfast
"Bacon, Egg & Cheese Biscuit",420,34,25,Breakfast
Hash Browns - large,670,65,44,Breakfast
Biscuits (2) & Sausage Gravy Platter,680,76,35,Breakfast
Soft Serve Cup,140,23,4,Desserts
Oatmeal Raisin Cookies (2),310,46,13,Desserts
BK®Chef’s Choice Burger,770,41,50,Burgers
Whopper® Sandwich,670,51,40,Sandwiches
Triple Whopper® Sandwich With Cheese,1230,53,82,Sandwiches
Hamburger,260,28,10,Burgers
BK® Quad Stacker,800,30,55,Burgers
Spicy Chick'n Crisp® Sandwich,460,34,30,Sandwiches
BK® Chicken Fries (9 pc),380,24,22,Sides
French Fries - medium (Salted),440,56,22,French Fries
Ken's® Fat Free Ranch Dressing (2 oz),60,15,0,Salads
BK® Kids Breakfast Muffin Sandwich,240,23,11,Kid's Meals
"Double Croissan'wich™ w/ Sausage, Egg, & Cheese",700,29,49,Breakfast
Pancakes (3) and 1 oz breakfast syrup,500,77,19,Breakfast
Mini Blueberry Biscuits with icing (4pc),390,57,15,Breakfast
Biscuit - w/ Chicken Fritter (Chicken Biscuit),400,39,20,Breakfast
Caramel Sundae,280,52,6,Desserts
Vanilla Milk Shake,400,75,7,Shakes
BK Toppers™ Deluxe Cheeseburger,420,30,26,Burgers
Whopper® Sandwich w/o Mayo,510,51,23,Sandwiches
Triple Whopper® Sandwich With Cheese w/o Mayo,1070,53,64,Sandwiches
Cheeseburger,300,28,14,Burgers
Tendergrill® Chicken Sandwich,470,40,18,Sandwiches
Spicy Chick'n Crisp® Sandwich w/o Mayo,300,35,12,Sandwiches
BK® Chicken Fries (12 pc),500,32,29,Sides
French Fries - large (Salted),540,69,27,French Fries
Ken's® Honey Mustard Dressing (2 oz),270,15,23,Salads
BK™ Ultimate Breakfast Platter,1310,134,72,Breakfast
"Double Croissan'wich™ w/ Bacon, Egg, & Cheese",440,27,25,Breakfast
Pancake Platter w/ Sausage & 1 oz Breakfast Syrup,670,78,34,Breakfast
Cini‐minis (4 minis),400,52,18,Breakfast
Biscuit‐ w/ Breakfast Steak (Country Fried Steak),650,50,38,Breakfast
Chocolate Fudge Sundae,280,50,7,Desserts
Vanilla Milk Shake,660,114,17,Shakes
BK Toppers™ Western BBQ Cheeseburger,400,39,23,Burgers
Whopper® Sandwich with Cheese,760,53,47,Sandwiches
Texas Whopper® Sandwich,800,50,51,Sandwiches
Double Hamburger,360,28,18,Burgers
Tendergrill® Chicken Sandwich w/o Mayo,360,40,7,Sandwiches
Chicken Tenders® (4 pc),190,10,11,Chicken
Country Pork Sandwich,810,78,42,Sandwiches
Mozzarella Sticks (4 pc),280,24,15,Sides
Garlic Parmesan Croutons,60,9,2,Salads
BK™ Breakfast Platter,810,57,54,Breakfast
"Double Croissan'wich™ w/ Sausage, Bacon, Egg, & Cheese",570,28,37,Breakfast
Side of Eggs,160,3,12,Breakfast
Vanilla Icing,90,22,0,Breakfast
Biscuit‐ w/ Country Ham (1 sl) & Egg and Cheese,470,33,26,Breakfast
Strawberry Sundae,190,35,4,Desserts
Vanilla Milk Shake,850,152,20,Shakes
BK Toppers™ Mushroom and Swiss,410,27,27,Burgers
Whopper® Sandwich with Cheese w/o Mayo,600,53,30,Sandwiches
Texas Double Whopper® Sandwich,1040,50,69,Sandwiches
Double Cheeseburger,450,29,26,Burgers
Tendercrisp® Chicken Sandwich,750,58,45,Sandwiches
Chicken Tenders® (6 pc),290,15,17,Chicken
BK Big Fish® Sandwich,590,57,31,Sandwiches
Motts'® Harvest Plus Applesauce,50,13,0,Sides
Tendergrill™ Chicken Garden Salad,290,8,12,Salads
Quaker® Oatmeal Maple and Brown Sugar Flavor,270,55,4,Breakfast
BK™ Breakfast Ciabatta Club Sandwich,480,41,23,Breakfast
"Double Croissan'wich™ w/ Ham, Bacon, Egg, & Cheese",440,28,24,Breakfast
French Toast Sticks (3 piece),230,29,11,Breakfast
"BK™ Breakfast Burrito ‐ Sausage, Egg, Cheese & Salsa",440,25,29,Breakfast
Peach Granola Sundae,280,54,5,Desserts
Chocolate Milk Shake,420,81,8,Shakes
Strawberry Swirl Cheesecake,300,35,16,Desserts
Double Whopper® Sandwich,900,51,57,Sandwiches
Texas Triple Whopper® Sandwich,1270,50,86,Sandwiches
Rodeo Cheeseburger,350,37,17,Burgers
Tendercrisp® Chicken Sandwich w/o Mayo,540,57,21,Sandwiches
Chicken Tenders® (8 pc),380,20,22,Chicken
BK Big Fish® Sandwich w/o Tartar Sauce,410,53,12,Sandwiches
Onion Rings - value,150,17,8,Sides
Tendercrisp® Chicken Garden Salad,470,26,26,Salads
Enormous Omelet Sandwich,760,44,44,Breakfast
"Double Croissan'wich™ w/ Ham, Sausage, Egg, & Cheese",570,28,35,Breakfast
French Toast Sticks (5 piece),380,49,18,Breakfast
"BK™ Breakfast Burrito ‐ Potato, Egg, Cheese, & Salsa",320,29,17,Breakfast
Oreo® Sundae,440,77,12,Desserts
Chocolate Milk Shake,690,121,18,Shakes
Fanta Cherry frozen concentrated beverage,110,31,0,Drinks
Bite Size Shrimp,460,51,21,Entrees
Chicken Ranch Sandwich,680,69,33,Sandwiches
Roasted Red Potatoes,170,25,7,Sides
Fried Okra,230,23,14,Sides
Pineapple Cream Cheese Pie,320,43,14,Desserts
Batter‐Dipped Fish,182,8,12,Entrees
Coconut Shrimp,321,27,19,Entrees
Wild Alaskan Salmon Sandwich,520,48,18,Sandwiches
Hush Puppies (2),200,18,13,Sides
Ginger Teriyaki Sauce,60,13,0,Sides
Country Style Fish,195,14,10,Entrees
Stuffed Crab Shell,100,9,5,Entrees
Wild Alaskan Salmon Salad,177,8,1,Salads
Cracklins,160,11,12,Sides
Scampi Butter Sauce,120,5,10,Sides
Seasoned Tilapia,130,1,3,Entrees
Chicken Tender,170,11,10,Entrees
Side Salad,14,2,0,Sides
Breadstick,150,21,6,Sides
Chocolate Cake,300,49,11,Desserts
Premium Shrimp,154,0,6,Entrees
Great Little Fish Sandwich,642,56,38,Sandwiches
French Fries,310,38,15,Sides
Seasoned Rice,160,35,1,Sides
Cheesecake,410,35,27,Desserts
Shrimp Skewers,50,0,0,Entrees
Classic Fish Sandwich,744,63,41,Sandwiches
Macaroni & Cheese,160,17,7,Sides
Jalapeno Poppers,155,20,7,Sides
Pecan Pie,470,56,26,Desserts
Scampi Shrimp,28,0,0,Entrees
The Captain,1008,81,50,Sandwiches
Cole Slaw,170,13,12,Sides
Cheese Sticks,220,16,12,Sides
Cheesecake with Strawberries,430,45,26,Desserts
Fried Flounder,213,12,13,Entrees
Oysters,320,31,18,Entrees
Bite Size Shrimp Salad,267,33,10,Salads
Corn on the Cob,190,37,2,Sides
Sweet Chili Sauce,100,25,0,Sides
Catfish,105,6,6,Entrees
1/2 LB Clams,770,64,47,Entrees
Fried Chicken Salad,207,18,10,Salads
Green Beans,60,10,2,Sides
Tartar Sauce,100,1,10,Sides
Wild Alaskan Salmon,140,1,1,Entrees
Crab Cake,174,12,11,Entrees
Baked Potato‐plain,240,54,0,Sides
Broccoli,40,5,1,Sides
Cocktail Sauce,25,6,0,Sides
"Steak, Egg & Cheese",620,55,25,Breakfast Tacos
4 oz. Hash Browns,200,27,9,Breakfast
Reg.Fries,453,41,25,French Fries
Ultimate Club,560,54,23,Sandwiches
Bacon Omelet,410,8,32,Breakfast
Egg & Cheese,470,54,17,Breakfast Tacos
Cheddar Fries,523,55,30,French Fries
Chicken Cordon Blue,570,54,18,Sandwiches
Italian Deli,585,53,25,Sandwiches
Grilled Steak Salad,208,10,10,Salads
Sausage Omelet,474,8,35,Breakfast
"Bacon, Egg & Cheese",540,54,26,Breakfast Tacos
Cheddar Bacon Fries,553,55,30,French Fries
Fresh Garden,58,9,2,Salads
Kid's (3 Chicken Fingers),200,10,12,Kid's Meals
5 Chicken Fingers,334,17,20,Chicken
Two Eggs Scrambled,160,2,12,Breakfast
Ranch BaconFries,530,51,25,French Fries
Grilled Chicken Salad,198,10,7,Salads
2 pieces of Toast,160,30,4,Breakfast
Ultimate Fries,598,57,32,French Fries
Philly Veggie,449,62,15,Sandwiches
Chicken Teriyaki Salad,213,12,7,Salads
"Sausage, Egg & Cheese",604,54,29,Breakfast Tacos
Deluxe Chicken Sandwich,490,41,22,Sandwiches
Spicy Chicken Cool Wrap,410,48,12,Wraps
Fruit Cup,70,17,0,Sides
Chick-fil-A® Spicy Chicken Biscuit,450,50,20,Breakfast
Yogurt Parfait,230,44,3,Breakfast
Chicken Sandwich,430,38,17,Sandwiches
Chicken Caesar Cool Wrap,460,47,15,Wraps
Cole Slaw,360,19,31,Sides
Spicy Chicken Sandwich Deluxe,570,46,27,Sandwiches
Chargrilled Chicken Garden Salad,180,11,6,Salads
"Chicken, Egg & Cheese on Sunflower Multigrain Bagel",490,49,20,Breakfast
Chick-fil-A® Cheesecake,310,22,23,Desserts
Chicken Salad Sandwich,490,55,19,Sandwiches
Chicken Salad Cup,350,9,22,Salads
